function	analyzer	tokenizer	run no	mean absolute error	mean squared error	perfects	recall 1	recall 2	recall 3	recall 4	recall 5	precision 1	precision 2	precision 3	precision 4	precision 5
sample_reviews_polar	ThreeCheat	PlainTokenizer	1	2.0	4.0	0	0.0	inf	inf	inf	0.0	inf	inf	0.0	inf	inf
sample_reviews_polar	ThreeCheat	LowercaseTokenizer	1	2.0	4.0	0	0.0	inf	inf	inf	0.0	inf	inf	0.0	inf	inf
sample_reviews_polar	ThreeCheat	NLTKWordTokenizer	1	2.0	4.0	0	0.0	inf	inf	inf	0.0	inf	inf	0.0	inf	inf
sample_reviews_polar	ThreeCheat	PottsTokenizer	1	2.0	4.0	0	0.0	inf	inf	inf	0.0	inf	inf	0.0	inf	inf
sample_reviews_polar	ThreeCheat	PottsTokenizerWithNegation	1	2.0	4.0	0	0.0	inf	inf	inf	0.0	inf	inf	0.0	inf	inf
sample_reviews_polar	ThreeCheat	HuggingBertTokenizer	1	2.0	4.0	0	0.0	inf	inf	inf	0.0	inf	inf	0.0	inf	inf
sample_reviews_polar	NLTKSentimentAnalyzer	PlainTokenizer	1	1.112	4.448	722	0.6	inf	inf	inf	0.844	0.7936507936507936	inf	inf	inf	0.6784565916398714
sample_reviews_polar	NLTKSentimentAnalyzer	LowercaseTokenizer	1	0.844	3.376	789	0.732	inf	inf	inf	0.846	0.8261851015801355	inf	inf	inf	0.7594254937163375
sample_reviews_polar	NLTKSentimentAnalyzer	NLTKWordTokenizer	1	1.016	4.064	746	0.636	inf	inf	inf	0.856	0.8153846153846154	inf	inf	inf	0.7016393442622951
sample_reviews_polar	NLTKSentimentAnalyzer	PottsTokenizer	1	0.876	3.504	781	0.676	inf	inf	inf	0.886	0.8556962025316456	inf	inf	inf	0.7322314049586777
sample_reviews_polar	NLTKSentimentAnalyzer	PottsTokenizerWithNegation	1	1.14	4.56	715	0.588	inf	inf	inf	0.842	0.7882037533512064	inf	inf	inf	0.671451355661882
sample_reviews_polar	NLTKSentimentAnalyzer	HuggingBertTokenizer	1	1.256	5.024	686	0.566	inf	inf	inf	0.806	0.7447368421052631	inf	inf	inf	0.65
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	PlainTokenizer	1	0.592	2.368	852	0.882	inf	inf	inf	0.822	0.8320754716981132	inf	inf	inf	0.874468085106383
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	1													
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	2	0.54	2.16	865	0.892	inf	inf	inf	0.838	0.8462998102466793	inf	inf	inf	0.8858350951374208
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	1													
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	2													
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	3													
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	4													
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	5	0.532	2.128	867	0.832	inf	inf	inf	0.902	0.8946236559139785	inf	inf	inf	0.8429906542056075
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	PottsTokenizer	1	0.532	2.128	867	0.882	inf	inf	inf	0.852	0.8563106796116505	inf	inf	inf	0.8783505154639175
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	PottsTokenizerWithNegation	1	0.456	1.824	886	0.878	inf	inf	inf	0.894	0.8922764227642277	inf	inf	inf	0.8799212598425197
sample_reviews_polar	TensorflowPolarSentimentAnalyzer	HuggingBertTokenizer	1	0.632	2.528	842	0.894	inf	inf	inf	0.79	0.8097826086956522	inf	inf	inf	0.8816964285714286
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PlainTokenizer	1	0.508	2.032	873	0.896	inf	inf	inf	0.85	0.8565965583173997	inf	inf	inf	0.8909853249475891
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	LowercaseTokenizer	1	0.552	2.208	862	0.838	inf	inf	inf	0.886	0.8802521008403361	inf	inf	inf	0.8454198473282443
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	1	0.52	2.08	870	0.87	inf	inf	inf	0.87	0.87	inf	inf	inf	0.87
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizer	1													
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizer	2	0.468	1.872	883	0.908	inf	inf	inf	0.858	0.8647619047619047	inf	inf	inf	0.9031578947368422
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	1	0.576	2.304	856	0.814	inf	inf	inf	0.898	0.888646288209607	inf	inf	inf	0.8284132841328413
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	HuggingBertTokenizer	1	0.58	2.32	855	0.864	inf	inf	inf	0.846	0.8487229862475442	inf	inf	inf	0.8615071283095723
sample_reviews_varied	ThreeCheat	PlainTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	LowercaseTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	NLTKWordTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	PottsTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	PottsTokenizerWithNegation	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	HuggingBertTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	NLTKSentimentAnalyzer	PlainTokenizer	1	1.294	3.25	324	0.295	0.25	0.215	0.145	0.715	0.3959731543624161	0.33557046979865773	0.30935251798561153	0.3670886075949367	0.29545454545454547
sample_reviews_varied	NLTKSentimentAnalyzer	LowercaseTokenizer	1	1.168	2.712	340	0.45	0.22	0.205	0.165	0.66	0.40358744394618834	0.3333333333333333	0.27702702702702703	0.35106382978723405	0.32754342431761785
sample_reviews_varied	NLTKSentimentAnalyzer	NLTKWordTokenizer	1	1.285	3.131	319	0.395	0.22	0.15	0.14	0.69	0.45664739884393063	0.2732919254658385	0.28846153846153844	0.34146341463414637	0.2875
sample_reviews_varied	NLTKSentimentAnalyzer	PottsTokenizer	1	1.225	3.039	360	0.395	0.3	0.195	0.18	0.73	0.5096774193548387	0.35294117647058826	0.35454545454545455	0.43373493975903615	0.3029045643153527
sample_reviews_varied	NLTKSentimentAnalyzer	PottsTokenizerWithNegation	1	1.317	3.321	318	0.36	0.1	0.275	0.11	0.745	0.4864864864864865	0.2564102564102564	0.3005464480874317	0.2857142857142857	0.2898832684824903
sample_reviews_varied	NLTKSentimentAnalyzer	HuggingBertTokenizer	1	1.389	3.683	322	0.24	0.3	0.185	0.12	0.765	0.45714285714285713	0.3488372093023256	0.3557692307692308	0.3582089552238806	0.27717391304347827
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PlainTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PlainTokenizer	2	1.296	3.184	332	0.755	0.0	0.0	0.0	0.905	0.3813131313131313	inf	inf	inf	0.2996688741721854
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	1	1.26	3.04	340	0.835	0.0	0.0	0.0	0.865	0.3599137931034483	inf	inf	inf	0.32276119402985076
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	2	1.314	3.256	331	0.805	0.0	0.0	0.0	0.85	0.3425531914893617	inf	inf	inf	0.32075471698113206
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizer	1	1.222	2.888	344	0.89	0.0	0.0	0.0	0.83	0.3531746031746032	inf	inf	inf	0.3346774193548387
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizerWithNegation	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizerWithNegation	2	1.224	2.896	339	0.84	0.0	0.0	0.0	0.855	0.33399602385685884	inf	inf	inf	0.3440643863179074
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	HuggingBertTokenizer	1	1.198	2.792	343	0.845	0.0	0.0	0.0	0.87	0.3373253493013972	inf	inf	inf	0.3486973947895792
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PlainTokenizer	1	0.875	1.557	396	0.44	0.335	0.32	0.31	0.575	0.5432098765432098	0.3544973544973545	0.2570281124497992	0.3229166666666667	0.5528846153846154
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	LowercaseTokenizer	1													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	LowercaseTokenizer	2	0.831	1.577	421	0.455	0.32	0.44	0.44	0.45	0.5833333333333334	0.40764331210191085	0.3548387096774194	0.34108527131782945	0.4972375690607735
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	1													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	2													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	3	0.845	1.547	422	0.58	0.26	0.395	0.43	0.445	0.4773662551440329	0.42276422764227645	0.3278008298755187	0.36134453781512604	0.5741935483870968
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizer	1	0.817	1.385	406	0.48	0.46	0.29	0.34	0.46	0.5303867403314917	0.33454545454545453	0.30851063829787234	0.35051546391752575	0.5679012345679012
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	1	0.822	1.42	412	0.62	0.37	0.24	0.305	0.525	0.5511111111111111	0.296	0.4067796610169492	0.28773584905660377	0.5384615384615384
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	HuggingBertTokenizer	1	0.835	1.581	434	0.49	0.315	0.31	0.435	0.62	0.593939393939394	0.375	0.34831460674157305	0.3283018867924528	0.5535714285714286
